id,type,description,source
EVID_11479,Email Logs,Suspicious email chain,Office search
EVID_11480,Account Records,Malware traces,Financial institution
EVID_11481,Laptop Image,Deleted files recovery,Corporate network
EVID_11482,Hard Drive,Financial records,Office search
EVID_11483,Network Logs,Bank transaction logs,Cloud provider
EVID_11484,Email Logs,External USB,Cloud provider
EVID_11485,Laptop Image,Encrypted smartphone,Cloud provider
EVID_11486,Cloud Storage,Unauthorized access logs,Internal audit
EVID_11487,Cloud Storage,External USB,Corporate network
EVID_11488,Cloud Storage,Suspect laptop,Corporate network
EVID_11489,Network Logs,Financial records,Corporate network
EVID_11490,Account Records,Financial records,Financial institution
EVID_11491,Database Dump,Suspect laptop,Internal audit
EVID_11492,USB Device,Deleted files recovery,Internal audit
EVID_11493,Server Image,Malware traces,Corporate network
EVID_11494,Database Dump,Financial records,Internal audit
EVID_11495,Account Records,Bank transaction logs,Office search
EVID_11496,Server Image,Forged documents,Office search
EVID_11497,Mobile Phone,Bank transaction logs,Internal audit
EVID_11498,Account Records,Financial records,Personal device
EVID_11499,Server Image,Unauthorized access logs,Office search
EVID_11500,Network Logs,External USB,Corporate network
EVID_11501,Account Records,Malware traces,Personal device
EVID_11502,Email Logs,External USB,Corporate network
EVID_11503,Hard Drive,Deleted files recovery,Law enforcement
EVID_11504,Laptop Image,External USB,Corporate network
EVID_11505,Database Dump,External USB,Personal device
EVID_11506,Database Dump,Encrypted smartphone,Law enforcement
EVID_11507,Cloud Storage,Suspect laptop,Financial institution
EVID_11508,Hard Drive,Malware traces,Personal device
EVID_11509,Account Records,Suspicious email chain,Financial institution
EVID_11510,Laptop Image,Financial records,Law enforcement
EVID_11511,Database Dump,Encrypted smartphone,Internal audit
EVID_11512,Network Logs,Suspect laptop,Financial institution
EVID_11513,Network Logs,Encrypted smartphone,Corporate network
EVID_11514,Network Logs,Deleted files recovery,Personal device
EVID_11515,Laptop Image,Financial records,Corporate network
EVID_11516,Hard Drive,Unauthorized access logs,Law enforcement
EVID_11517,Hard Drive,Forged documents,Internal audit
EVID_11518,Laptop Image,Malware traces,Cloud provider
EVID_11519,Server Image,Forged documents,IT department
EVID_11520,Hard Drive,Bank transaction logs,Financial institution
EVID_11521,Network Logs,Malware traces,IT department
EVID_11522,Hard Drive,Financial records,Corporate network
EVID_11523,Mobile Phone,Suspect laptop,Financial institution
EVID_11524,Laptop Image,Encrypted smartphone,IT department
EVID_11525,Database Dump,Encrypted smartphone,Internal audit
EVID_11526,USB Device,Encrypted smartphone,Personal device
EVID_11527,Hard Drive,Bank transaction logs,Internal audit
EVID_11528,Mobile Phone,Financial records,Internal audit
EVID_11529,Database Dump,Malware traces,Internal audit
EVID_11530,Network Logs,Unauthorized access logs,Personal device
EVID_11531,Server Image,Encrypted smartphone,IT department
EVID_11532,Laptop Image,Deleted files recovery,Office search
EVID_11533,Network Logs,Unauthorized access logs,Corporate network
EVID_11534,Mobile Phone,Deleted files recovery,Internal audit
EVID_11535,Server Image,Bank transaction logs,Law enforcement
EVID_11536,Network Logs,Deleted files recovery,Office search
EVID_11537,USB Device,Forged documents,Office search
EVID_11538,Mobile Phone,Financial records,Personal device
EVID_11539,Account Records,Financial records,Cloud provider
EVID_11540,Cloud Storage,Forged documents,Law enforcement
EVID_11541,USB Device,Financial records,Internal audit
EVID_11542,Laptop Image,External USB,IT department
EVID_11543,Server Image,Forged documents,Internal audit
EVID_11544,Account Records,Unauthorized access logs,Internal audit
EVID_11545,Server Image,Suspect laptop,Internal audit
EVID_11546,Mobile Phone,Deleted files recovery,Financial institution
EVID_11547,Network Logs,Unauthorized access logs,Personal device
EVID_11548,USB Device,Forged documents,Law enforcement
EVID_11549,USB Device,Financial records,Cloud provider
EVID_11550,Server Image,Deleted files recovery,Corporate network
EVID_11551,Email Logs,Suspect laptop,Office search
EVID_11552,Account Records,Deleted files recovery,Corporate network
EVID_11553,Laptop Image,Encrypted smartphone,Law enforcement
EVID_11554,USB Device,Suspicious email chain,Financial institution
EVID_11555,Account Records,Bank transaction logs,Law enforcement
EVID_11556,Server Image,Forged documents,Law enforcement
EVID_11557,Server Image,Suspect laptop,Office search
EVID_11558,Account Records,Forged documents,Personal device
EVID_11559,Laptop Image,Financial records,Financial institution
EVID_11560,USB Device,Financial records,Law enforcement
EVID_11561,Account Records,Unauthorized access logs,Office search
EVID_11562,Network Logs,Financial records,Corporate network
EVID_11563,Network Logs,Financial records,Office search
EVID_11564,Account Records,External USB,Office search
EVID_11565,Account Records,Deleted files recovery,Cloud provider
EVID_11566,USB Device,Financial records,Personal device
EVID_11567,USB Device,Encrypted smartphone,Cloud provider
EVID_11568,Server Image,Bank transaction logs,Financial institution
EVID_11569,Hard Drive,Malware traces,IT department
EVID_11570,Server Image,Malware traces,Cloud provider
EVID_11571,Mobile Phone,Bank transaction logs,Office search
EVID_11572,Account Records,Unauthorized access logs,Financial institution
EVID_11573,Laptop Image,Deleted files recovery,Corporate network
EVID_11574,Cloud Storage,Forged documents,Office search
EVID_11575,USB Device,Suspect laptop,Corporate network
EVID_11576,Server Image,Suspect laptop,Financial institution
EVID_11577,Account Records,Deleted files recovery,IT department
EVID_11578,Cloud Storage,Deleted files recovery,Internal audit
EVID_11579,Cloud Storage,Suspect laptop,Financial institution
EVID_11580,Cloud Storage,Suspect laptop,Personal device
EVID_11581,Account Records,Forged documents,Corporate network
EVID_11582,Mobile Phone,Unauthorized access logs,Internal audit
EVID_11583,Laptop Image,Unauthorized access logs,Corporate network
EVID_11584,Email Logs,Suspicious email chain,Office search
EVID_11585,Hard Drive,Bank transaction logs,Corporate network
EVID_11586,Account Records,External USB,IT department
EVID_11587,Mobile Phone,Financial records,Financial institution
EVID_11588,Server Image,Suspicious email chain,Personal device
EVID_11589,Network Logs,Financial records,Corporate network
EVID_11590,Email Logs,Financial records,Cloud provider
EVID_11591,Database Dump,Forged documents,Office search
EVID_11592,Mobile Phone,Forged documents,Financial institution
EVID_11593,Hard Drive,Bank transaction logs,Corporate network
EVID_11594,Laptop Image,Unauthorized access logs,Corporate network
EVID_11595,Server Image,Forged documents,Law enforcement
EVID_11596,Mobile Phone,Suspicious email chain,Financial institution
EVID_11597,Database Dump,Malware traces,Internal audit
EVID_11598,USB Device,Unauthorized access logs,Financial institution
EVID_11599,Hard Drive,Malware traces,Law enforcement
EVID_11600,Hard Drive,External USB,Cloud provider
EVID_11601,Laptop Image,Bank transaction logs,Office search
EVID_11602,Laptop Image,Bank transaction logs,Office search
EVID_11603,Account Records,Encrypted smartphone,Law enforcement
EVID_11604,Account Records,Malware traces,IT department
EVID_11605,Database Dump,Suspicious email chain,Cloud provider
EVID_11606,Cloud Storage,Forged documents,Internal audit
EVID_11607,Account Records,Deleted files recovery,Office search
EVID_11608,Cloud Storage,Malware traces,Law enforcement
EVID_11609,Account Records,Financial records,IT department
EVID_11610,Network Logs,Suspicious email chain,Office search
EVID_11611,Mobile Phone,Encrypted smartphone,IT department
EVID_11612,Network Logs,Financial records,Law enforcement
EVID_11613,Mobile Phone,Suspicious email chain,Cloud provider
EVID_11614,Server Image,Malware traces,Financial institution
EVID_11615,Hard Drive,External USB,Financial institution
EVID_11616,Email Logs,Forged documents,Financial institution
EVID_11617,Database Dump,Bank transaction logs,Personal device
EVID_11618,Laptop Image,Suspicious email chain,Law enforcement
EVID_11619,Hard Drive,Malware traces,Cloud provider
EVID_11620,Email Logs,Suspect laptop,Corporate network
EVID_11621,USB Device,Unauthorized access logs,Cloud provider
EVID_11622,Network Logs,Financial records,Office search
EVID_11623,Network Logs,Financial records,Law enforcement
EVID_11624,Laptop Image,Encrypted smartphone,Office search
EVID_11625,Email Logs,Suspect laptop,Internal audit
EVID_11626,Account Records,Bank transaction logs,Internal audit
EVID_11627,Hard Drive,Bank transaction logs,Law enforcement
EVID_11628,Email Logs,Unauthorized access logs,IT department
EVID_11629,Account Records,Unauthorized access logs,Financial institution
EVID_11630,Hard Drive,Financial records,Cloud provider
EVID_11631,Mobile Phone,Encrypted smartphone,Cloud provider
EVID_11632,Email Logs,Suspect laptop,Office search
EVID_11633,Network Logs,Malware traces,IT department
EVID_11634,Network Logs,Deleted files recovery,Internal audit
EVID_11635,Email Logs,Forged documents,Cloud provider
EVID_11636,Database Dump,Financial records,Law enforcement
EVID_11637,Hard Drive,Malware traces,Office search
EVID_11638,Cloud Storage,Forged documents,Financial institution
EVID_11639,Hard Drive,Suspect laptop,Law enforcement
EVID_11640,Mobile Phone,Encrypted smartphone,Internal audit
EVID_11641,Network Logs,External USB,Personal device
EVID_11642,Network Logs,Bank transaction logs,Financial institution
EVID_11643,Mobile Phone,Suspect laptop,Cloud provider
EVID_11644,Email Logs,Suspect laptop,Law enforcement
EVID_11645,USB Device,Bank transaction logs,IT department
EVID_11646,Mobile Phone,Encrypted smartphone,Corporate network
EVID_11647,Email Logs,Deleted files recovery,IT department
EVID_11648,Mobile Phone,External USB,Internal audit
EVID_11649,Database Dump,Forged documents,Corporate network
EVID_11650,Hard Drive,Bank transaction logs,Financial institution
EVID_11651,Server Image,Deleted files recovery,Cloud provider
EVID_11652,Mobile Phone,Malware traces,Office search
EVID_11653,Database Dump,Deleted files recovery,Office search
EVID_11654,Account Records,Forged documents,Office search
EVID_11655,Laptop Image,Unauthorized access logs,Office search
EVID_11656,Database Dump,Forged documents,Personal device
EVID_11657,Account Records,Suspicious email chain,Law enforcement
EVID_11658,Cloud Storage,Suspect laptop,Corporate network
EVID_11659,Network Logs,Deleted files recovery,Personal device
EVID_11660,Email Logs,External USB,Personal device
EVID_11661,Account Records,Unauthorized access logs,Personal device
EVID_11662,Mobile Phone,External USB,Cloud provider
EVID_11663,Email Logs,Suspect laptop,IT department
EVID_11664,Cloud Storage,Encrypted smartphone,Office search
EVID_11665,Hard Drive,Suspicious email chain,Personal device
EVID_11666,Server Image,External USB,Internal audit
EVID_11667,Account Records,Suspect laptop,Corporate network
EVID_11668,Account Records,Suspect laptop,Personal device
EVID_11669,Database Dump,Suspect laptop,Financial institution
EVID_11670,Account Records,Malware traces,IT department
EVID_11671,Mobile Phone,Unauthorized access logs,Law enforcement
EVID_11672,Server Image,Suspect laptop,Corporate network
EVID_11673,Account Records,Unauthorized access logs,Financial institution
EVID_11674,Hard Drive,Deleted files recovery,Office search
EVID_11675,Mobile Phone,Bank transaction logs,IT department
EVID_11676,Account Records,Encrypted smartphone,Internal audit
EVID_11677,Account Records,Encrypted smartphone,Corporate network
EVID_11678,Mobile Phone,Bank transaction logs,Law enforcement
EVID_11679,Network Logs,Malware traces,Office search
EVID_11680,Mobile Phone,Bank transaction logs,Cloud provider
EVID_11681,Email Logs,Encrypted smartphone,Corporate network
EVID_11682,Network Logs,Malware traces,Personal device
EVID_11683,Cloud Storage,Forged documents,Cloud provider
EVID_11684,Cloud Storage,Malware traces,Corporate network
EVID_11685,Laptop Image,Forged documents,Cloud provider
EVID_11686,Mobile Phone,Suspect laptop,Law enforcement
EVID_11687,Database Dump,Deleted files recovery,Financial institution
EVID_11688,Server Image,External USB,Law enforcement
EVID_11689,Account Records,Unauthorized access logs,Corporate network
EVID_11690,Laptop Image,Encrypted smartphone,Financial institution
EVID_11691,Email Logs,Deleted files recovery,Cloud provider
EVID_11692,Mobile Phone,Encrypted smartphone,Cloud provider
EVID_11693,Server Image,Bank transaction logs,Financial institution
EVID_11694,Server Image,Unauthorized access logs,Office search
EVID_11695,Mobile Phone,Forged documents,Internal audit
EVID_11696,USB Device,Suspicious email chain,Law enforcement
EVID_11697,Network Logs,Suspicious email chain,IT department
EVID_11698,Account Records,Financial records,IT department
EVID_11699,Laptop Image,Financial records,Office search
EVID_11700,Network Logs,Encrypted smartphone,Cloud provider
EVID_11701,Email Logs,Suspicious email chain,Financial institution
EVID_11702,Email Logs,Encrypted smartphone,Law enforcement
EVID_11703,Hard Drive,Suspect laptop,Cloud provider
EVID_11704,Account Records,Suspicious email chain,Financial institution
EVID_11705,Mobile Phone,External USB,Office search
EVID_11706,Email Logs,Forged documents,Corporate network
EVID_11707,Network Logs,Bank transaction logs,IT department
EVID_11708,Mobile Phone,Malware traces,Financial institution
